"","year","da","NUM_COLLISIONS","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Sat","Sun","Thu","Tue","Wed"
"1528",2020,12,277,63.1,61.3,1018.6,3.2,7.9,13,999.9,70,59,0.04,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1529",2022,11,305,66.5,60.3,1012.9,9.4,6.5,13,999.9,73.9,55.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1530",2022,28,287,68.2,61.4,1018.6,9.8,7,13,18.1,75,64,0.06,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1531",2022,16,297,60.9,55.5,1021.9,10,6.6,13,999.9,73.9,52,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1532",2020,6,262,61.2,59.5,1010.2,1.6,9.3,13,999.9,64.9,59,0.45,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1533",2022,20,280,61.9,50,1016.7,10,6.9,13,999.9,73,51.1,0.03,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1534",2020,4,245,64.4,60.4,1009.3,9,8.9,13,999.9,73.9,55.9,0.03,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1535",2021,21,361,69.1,66.1,1009.6,3.5,9,13,999.9,77,66,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1536",2021,18,387,66.1,59.8,1015.9,10,9.1,13,999.9,75,53.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1537",2021,3,288,59.2,57.4,1021.4,5.4,6,13,999.9,68,54,0,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1538",2020,25,250,67.8,62.5,1013.3,9.1,7.5,13,999.9,77,61,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1539",2022,14,312,69.7,59.6,1011.4,8.8,8.7,13,999.9,77,64,0.08,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1540",2020,24,300,66.4,64.3,1007.8,1.5,9.8,13,999.9,71.1,59,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1541",2021,1,355,59.2,53.2,1023.4,10,10.3,13,999.9,66.9,55,0.46,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1542",2020,27,273,66.6,63.7,1011.2,6.8,7.2,13,999.9,73,62.1,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1543",2021,20,323,69.5,63.9,1008.8,9.2,10.3,13,999.9,77,64.9,0.01,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1544",2021,2,339,60.4,54,1024.3,9.9,9.3,14,999.9,68,54,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1545",2021,7,381,65,60.7,1019.2,5.5,10.3,14,999.9,69.1,62.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1546",2021,14,329,65.4,58.5,1013.5,9.3,8.8,14,999.9,72,57,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1547",2022,30,314,70.6,60.9,1021.3,9,7.4,14,19,80.1,57.9,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1548",2021,8,355,64.5,61.9,1017.8,0.5,9.8,14,999.9,68,62.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1549",2020,29,301,67.1,64.7,1008,5.5,5.5,14,999.9,73.9,64.9,0.39,999.9,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1550",2021,24,384,63.4,52.7,1028.7,9.8,7,14,20,73,50,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1551",2020,13,282,62.5,53.1,1019.9,7.3,8.5,14,999.9,70,53.1,0.04,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1552",2022,3,318,60.4,57.2,1007.6,9.5,7.8,14,999.9,69.1,57,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1553",2022,13,319,67.4,64.3,1013.4,7.7,9.5,14,20,75,63,0.77,999.9,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1554",2020,28,240,68,65.1,1007.5,6.9,8,15,20,73,62.1,0.41,999.9,1,0,0,1,0,10010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1555",2020,20,246,64.8,61.5,1018.1,6.6,9.1,15,999.9,73.9,60.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1556",2020,3,216,59.2,56.3,1005.6,9.2,9.8,15,999.9,66.9,53.1,0.05,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1557",2022,5,297,62.6,51.2,1014,8.7,8.7,15,999.9,72,55.9,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1558",2021,23,353,65.9,56.1,1017.3,9.8,9.8,15,22.9,75.9,62.1,0.22,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1559",2021,4,331,60.7,59.9,1013.9,1.6,10.9,15,999.9,62.6,59,0.34,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1560",2021,27,332,70.9,68.6,1023.4,3,11.1,15,999.9,77,66.9,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1561",2021,6,367,70.2,60.2,1015.3,8.9,9.9,15,999.9,84.9,57.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1562",2021,19,372,68.4,62.2,1010,8.9,12.1,15,21,73.9,62.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1563",2021,12,327,62.1,54.9,1011.8,9.3,6.6,15,999.9,70,52,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1564",2020,11,251,63.6,60.1,1019.7,6.6,12.7,19,24.1,70,57.9,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1565",2020,15,223,58.3,53.4,1028.5,8.1,15.4,19,25.1,63,55.4,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1566",2020,1,196,55.4,38.1,1019.9,10,11.1,19,25.1,66.9,48.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1567",2022,8,308,63.9,61.4,1015.4,5.9,13.6,19,26,69.1,55.9,0.12,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1568",2021,10,370,68.4,53.3,1016.2,9.5,11.3,19,25.1,81,57.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1569",2020,14,228,60.9,51.4,1025.9,10,13.3,20,24.1,70,53.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1570",2021,16,370,67.9,58.6,1006.9,9.4,9.6,20,999.9,75,63,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1571",2022,9,317,64.7,63.6,1006.2,0.9,10.9,21,28,70,62.1,0.7,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1572",2015,18,615,59.1,47.7,1019.3,10,3.9,8,999.9,66.9,48.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1573",2014,8,516,64.9,55.5,1013.2,9.8,4.8,8,999.9,77,55.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1574",2019,28,753,66.8,62.9,1020.2,6.3,4.4,8,999.9,80.1,57,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1575",2014,28,611,62.2,51.9,1024.1,9.5,4.8,8,999.9,72,52,0.02,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1576",2019,9,526,57.7,43.7,1026.7,10,5.3,8.9,999.9,69.1,45,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1577",2018,1,751,58.6,58.4,1012.6,4.8,6.2,8.9,999.9,64.9,51.1,0.13,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1578",2014,29,537,64.7,57.9,1024,9.5,5,8.9,999.9,72,55.9,0.01,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1579",2020,18,226,59.8,59.4,1023.3,3.7,4.8,8.9,999.9,71.1,53.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1580",2013,10,624,62.2,56.1,1021.3,9.3,6,8.9,999.9,72,53.1,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1581",2020,9,251,61.9,55.5,1013.6,10,6.5,8.9,999.9,73,55,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1582",2018,30,651,71.1,65.4,1015.8,10,5.9,8.9,999.9,82,62.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1583",2013,5,599,58.6,45.6,1020.5,9.8,5.7,8.9,999.9,68,48.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1584",2018,17,627,66.7,56.6,1017.7,10,6,8.9,999.9,82,54,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1585",2014,10,569,63.8,60.7,1015.8,8.7,5.6,8.9,999.9,66.9,61,0.03,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1586",2019,27,734,61.4,60.1,1019.2,5.6,4.2,8.9,999.9,73.9,57,0.13,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1587",2019,18,721,60.4,58.8,1015.1,5.7,5.2,8.9,999.9,64,55.9,0.02,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1588",2020,21,245,65.2,62.5,1016.7,5.8,6.3,8.9,999.9,75.9,60.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1589",2019,7,734,59.8,55.3,1012.6,9.8,4.8,8.9,999.9,72,51.1,0.22,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1590",2016,26,582,60.8,49.4,1023.3,10,5.7,8.9,999.9,71.1,50,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1591",2019,19,591,62.3,59.6,1011.6,6.7,6.8,9.9,999.9,69.1,57.9,0.32,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1592",2014,9,528,61.2,57,1015.2,7.1,5.6,9.9,999.9,68,55,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1593",2016,30,761,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77,63,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1594",2014,23,644,62.1,50.3,1019.7,10,4.1,9.9,999.9,73,52,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1595",2016,4,635,60.2,58,1015.6,4.2,5.3,9.9,999.9,73.9,54,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1596",2016,3,710,58.4,55.9,1018.3,7.8,6.7,9.9,999.9,64.4,55,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1597",2022,26,340,67.4,65.2,1019.6,4.8,5.7,9.9,999.9,75.9,60.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1598",2015,30,622,67.1,61.8,1015.7,9.3,7.1,9.9,999.9,73.9,57,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1599",2022,25,355,68.6,64.9,1018.4,8.7,7,9.9,999.9,75.9,54,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1600",2022,6,309,63.2,52.3,1016.7,10,6.1,9.9,999.9,77,53.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1601",2014,19,675,67.3,61.5,1013.6,9.7,6.5,9.9,999.9,72,63.7,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1602",2016,28,675,66.1,64,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1603",2015,19,732,65.6,58,1013.2,10,7.4,11.1,14,80.1,48.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1604",2016,18,700,62.6,53.5,1021.7,10,7.3,11.1,999.9,73,53.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1605",2020,2,197,57.1,46.6,1016,10,7.6,11.1,999.9,62.1,48.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1606",2020,23,291,63.5,61.3,1011.9,2.3,5,11.1,999.9,75.9,59,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1607",2016,23,643,63,59.4,1012.3,8.3,7,11.1,999.9,71.1,55.9,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1608",2022,1,310,57.9,50.6,1015.7,10,5.9,11.1,999.9,64,54,0.04,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1609",2022,2,316,60.9,55.8,1009.4,9.1,7.5,11.1,999.9,69.1,54,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1610",2020,8,235,62.6,51.1,1013.8,10,7.3,11.1,15,73,55.9,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1611",2015,7,559,59.5,45.8,1020.5,10,7.7,11.1,999.9,69.1,51.1,0.14,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1612",2018,7,693,51.5,48,1020.1,10,6.5,11.1,999.9,57.9,43,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1613",2015,5,692,53.1,46.6,1021.2,10,7.3,11.1,999.9,60.1,43,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1614",2020,30,278,66.3,62.4,1011.4,7.9,5.6,11.1,999.9,73.9,62.1,0.13,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1615",2014,20,765,64.6,48.8,1013.2,9.8,6,11.1,999.9,73,52,0.08,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1616",2021,17,388,64.9,53.3,1013.2,9.7,5.1,11.1,999.9,75,53.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1617",2014,22,477,63.2,49.2,1014.6,9.9,6,11.1,999.9,73,48,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1618",2019,2,515,56.9,54.7,1008,5.1,6.9,11.1,999.9,64.9,52,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1619",2018,24,553,62.7,61.5,1010.4,3.7,5.9,11.1,999.9,68,57,1.03,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1620",2013,21,690,62,56.1,1025.9,10,8.3,11.1,999.9,68,57,0.05,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1621",2018,10,533,61.5,49.5,1017.3,9.4,6.8,11.1,999.9,77,54,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1622",2020,5,248,60.4,58.9,1013.8,3.9,7.4,11.1,999.9,73.9,59,0,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1623",2017,27,757,64.3,61.6,1016.3,9.9,7.8,11.1,999.9,75,57.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1624",2017,25,590,68.8,60.1,1013,9.4,7.6,11.1,999.9,79,59,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1625",2018,9,706,62.9,55.8,1018.7,9.8,5.7,11.1,999.9,77,45,0.06,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1626",2014,14,613,66.5,63.8,1009.7,4.8,5.7,11.1,999.9,75.9,62.1,0.26,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1627",2015,25,670,68.7,57.9,1015.5,10,7.4,11.1,999.9,79,62.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1628",2018,27,540,62.7,59.1,1021,10,9.3,12,999.9,71.1,50,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1629",2016,20,745,61.4,55.9,1022.8,10,8.6,12,999.9,66.9,54,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1630",2014,21,557,59.9,46.2,1013.9,10,5.1,12,999.9,73,48,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1631",2013,20,681,60.6,53.1,1023.9,9.6,5.6,12,999.9,69.1,52,0.1,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1632",2016,29,687,67.2,64.8,1012.9,7.2,7.5,12,999.9,72,64,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1633",2018,15,728,59,54,1011.3,9.3,6.2,12,999.9,71.1,54,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1634",2018,16,677,62.8,56,1014.9,9.3,8.2,12,999.9,75,51.1,0.01,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1635",2016,25,688,62.1,52.1,1021.7,10,8,12,18.1,75,53.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1636",2015,10,667,65.2,58.5,1010.9,6.4,8.8,12,999.9,73,57.9,0.07,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1637",2017,2,737,58.2,48.2,1013.4,8.3,8.2,12,999.9,66,52,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1638",2013,22,599,63.4,58.5,1024.6,10,8.2,12,999.9,71.1,59,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1639",2017,8,660,52.7,45.2,1016.5,9.2,5.5,12,999.9,63,39.9,0.01,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1640",2019,20,697,61,59.3,1003.1,3,8.1,12,999.9,64,57,0.12,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1641",2019,17,552,66,60.9,1014.3,8.1,6.3,12,999.9,72,59,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1642",2019,25,662,61.5,59.5,1013.4,6,8.5,12,999.9,79,57.9,0,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1643",2014,4,582,55.2,51.2,1011.4,7.6,8.3,12,999.9,64.9,51.1,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1644",2013,18,613,60.9,58.6,1012.9,3.1,4.9,12,22.9,66,57.2,0.07,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1645",2014,30,610,67.3,61.6,1019,10,8,12,999.9,73,55,0.01,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1646",2015,22,774,67.1,62.7,1012,6.2,6.2,12,999.9,77,59,1.8,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1647",2014,17,666,62.5,55.2,1019,10,8.2,12,999.9,73,57.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1648",2016,17,748,63,51.5,1012.4,10,7.4,12,999.9,73,55.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1649",2018,21,815,63.4,61.5,1008.8,8.1,6.4,12,999.9,72,52,0.09,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1650",2014,7,623,65.6,54,1012.5,9.9,8.6,12,999.9,73.9,57,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1651",2015,27,595,61.5,55.4,1020.4,9.2,8.4,12,999.9,72,54,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1652",2018,20,698,62.8,58.8,1011.4,7.9,5.2,12,999.9,78.1,52,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1653",2014,24,632,60,51.9,1022,10,5.3,12,999.9,66.9,53.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1654",2017,26,669,66.7,59.2,1015,9.8,7.8,13,999.9,79,59,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1655",2019,26,803,67.3,64,1014.7,8.1,7.9,13,999.9,73.9,57.9,0.6,999.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1656",2017,1,654,55.7,53.8,1013.3,3,7.7,13,999.9,61,51.8,0.01,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1657",2018,22,728,61.1,56.4,1016.4,5.5,7.2,13,999.9,69.1,55.9,0.11,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1658",2013,27,598,65.5,64,1010,3.1,5.4,13,999.9,69.1,62.1,0,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1659",2019,1,557,55.3,53.2,1010.9,6.2,6,13,999.9,72,48.9,0.15,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1660",2016,2,683,55.7,53.5,1021.8,6.8,9.3,13,15,73,52,0.01,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1661",2013,9,533,63.6,57.2,1019.3,6.9,8.1,13,999.9,72,53.1,0.01,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1662",2015,12,451,67,60.2,1014.4,5.9,6.8,13,999.9,79,61,0,999.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1663",2014,25,646,66.8,61.6,1017,9.9,8.3,13,999.9,73.9,61,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1664",2015,14,578,66.9,53.5,1017.2,10,8.9,13,15.9,75.9,59,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1665",2013,15,596,62.4,52.3,1011,10,7.4,13,999.9,72,52,0.14,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1666",2013,23,505,64.9,60.9,1021.8,9.8,9,14,999.9,70,61,0.01,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1667",2016,27,718,64.3,58.3,1020.6,10,9.3,14,999.9,71.1,50,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1668",2013,30,423,65.4,64.2,1012.1,1.9,8.8,14,999.9,69.1,64,0.05,999.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
