"","day","year","mo","da","collision_date","NUM_COLLISIONS","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud"
"1553",1,2022,6,13,"2022-06-13",319,67.4,64.3,1013.4,7.7,9.5,14,20,75,63,0.77,999.9,1,1,0,0,1,0
"1554",7,2020,6,28,"2020-06-28",240,68,65.1,1007.5,6.9,8,15,20,73,62.1,0.41,999.9,1,0,0,1,0,10010
"1558",3,2021,6,23,"2021-06-23",353,65.9,56.1,1017.3,9.8,9.8,15,22.9,75.9,62.1,0.22,999.9,1,0,0,0,0,10000
"1562",6,2021,6,19,"2021-06-19",372,68.4,62.2,1010,8.9,12.1,15,21,73.9,62.1,0,999.9,0,0,0,0,0,0
"1564",4,2020,6,11,"2020-06-11",251,63.6,60.1,1019.7,6.6,12.7,19,24.1,70,57.9,0,999.9,1,0,0,0,0,0
"1565",1,2020,6,15,"2020-06-15",223,58.3,53.4,1028.5,8.1,15.4,19,25.1,63,55.4,0,999.9,0,0,0,0,0,0
"1566",1,2020,6,1,"2020-06-01",196,55.4,38.1,1019.9,10,11.1,19,25.1,66.9,48.9,0,999.9,0,0,0,0,0,0
"1567",3,2022,6,8,"2022-06-08",308,63.9,61.4,1015.4,5.9,13.6,19,26,69.1,55.9,0.12,999.9,1,1,0,0,0,0
"1568",4,2021,6,10,"2021-06-10",370,68.4,53.3,1016.2,9.5,11.3,19,25.1,81,57.9,0,999.9,0,0,0,0,0,0
"1569",7,2020,6,14,"2020-06-14",228,60.9,51.4,1025.9,10,13.3,20,24.1,70,53.1,0,999.9,0,0,0,0,0,0
"1571",4,2022,6,9,"2022-06-09",317,64.7,63.6,1006.2,0.9,10.9,21,28,70,62.1,0.7,999.9,1,1,0,0,0,0
"1603",5,2015,6,19,"2015-06-19",732,65.6,58,1013.2,10,7.4,11.1,14,80.1,48.9,0,999.9,0,0,0,0,0,0
"1610",1,2020,6,8,"2020-06-08",235,62.6,51.1,1013.8,10,7.3,11.1,15,73,55.9,0,999.9,1,0,0,0,0,10000
"1635",6,2016,6,25,"2016-06-25",688,62.1,52.1,1021.7,10,8,12,18.1,75,53.1,0,999.9,0,0,0,0,0,0
"1644",2,2013,6,18,"2013-06-18",613,60.9,58.6,1012.9,3.1,4.9,12,22.9,66,57.2,0.07,999.9,1,1,0,0,0,0
"1660",4,2016,6,2,"2016-06-02",683,55.7,53.5,1021.8,6.8,9.3,13,15,73,52,0.01,999.9,1,0,0,0,0,0
"1664",7,2015,6,14,"2015-06-14",578,66.9,53.5,1017.2,10,8.9,13,15.9,75.9,59,0,999.9,0,0,0,0,0,0
"1669",1,2018,6,11,"2018-06-11",686,56.2,45.3,1018,10,8.8,14,22,68,51.1,0,999.9,0,0,0,0,0,0
"1670",7,2014,6,15,"2014-06-15",475,66.1,54.5,1013.9,10,10.9,14,19,73.9,60.1,0.02,999.9,0,0,0,0,0,0
"1671",3,2017,6,14,"2017-06-14",754,67.1,51.6,1013.7,9.3,10.3,14,24.1,79,57,0,999.9,0,1,0,0,0,0
"1673",1,2013,6,17,"2013-06-17",614,63.2,59.2,1011.3,7,9.1,14,21,68,57,0.03,999.9,0,0,0,0,0,0
"1681",4,2017,6,22,"2017-06-22",845,65.8,59.4,1014.3,7.8,9.2,14,26,75,55.9,0,999.9,0,0,0,0,0,0
"1682",4,2016,6,16,"2016-06-16",689,65.2,56.3,1009.1,10,6.6,14,21,73.9,55,0,999.9,0,0,0,0,0,0
"1683",4,2015,6,4,"2015-06-04",552,52.2,42.8,1025.5,10,7.9,14,18.1,60.1,43,0.01,999.9,0,0,0,0,0,0
"1685",6,2018,6,23,"2018-06-23",513,59.2,57,1015.5,5.7,9.2,14,20,69.1,55.9,0.16,999.9,1,1,0,0,1,0
"1693",3,2014,6,11,"2014-06-11",576,61.2,54.4,1019.6,9.3,11.3,15,21,66.2,57,0.16,999.9,0,1,0,0,0,0
"1696",7,2017,6,18,"2017-06-18",593,63.8,62.5,1014.6,0.7,10.2,15,21,68,59,0.11,999.9,1,1,0,0,0,0
"1698",1,2014,6,16,"2014-06-16",622,65.2,50,1018.6,10,7.5,15,20,73.9,57.9,0,999.9,0,0,0,0,0,0
"1699",1,2017,6,12,"2017-06-12",804,66,58.9,1014.8,8,11.4,15,19,80.1,57.9,0,999.9,0,0,0,0,0,0
"1700",4,2013,6,13,"2013-06-13",534,60.8,52.4,1008.2,10,8.7,15,21,66,55,0,999.9,0,1,0,0,0,0
"1701",7,2013,6,16,"2013-06-16",477,61.3,57,1013.5,8.9,9.2,15,22,66,57,0.01,999.9,0,0,0,0,0,0
"1707",6,2015,6,20,"2015-06-20",505,62,56,1018.8,10,9,15,20,80.1,55.9,0,999.9,0,1,0,0,0,0
"1710",3,2013,6,26,"2013-06-26",621,69.5,64.6,1008.6,6.1,9.9,15.9,26,81,64,0,999.9,1,0,0,0,0,0
"1711",3,2018,6,13,"2018-06-13",706,59.4,57,1016,7.9,11.5,15.9,21,66,46.9,0,999.9,1,1,0,0,0,0
"1713",3,2016,6,22,"2016-06-22",751,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,0,0,0,0,0
"1715",7,2014,6,1,"2014-06-01",604,58.4,43.5,1024.8,10,11,15.9,22,66.9,51.1,0,999.9,0,0,0,0,0,0
"1716",3,2019,6,5,"2019-06-05",655,59.8,55,1014.3,9.6,12.3,15.9,21,66,51.1,0,999.9,0,1,0,0,0,0
"1718",3,2016,6,1,"2016-06-01",772,64,56.4,1018.2,7.6,9.1,15.9,22,73,57,0.05,999.9,1,1,0,0,0,0
"1719",6,2022,6,18,"2022-06-18",315,66.7,58.8,1001.9,8,7.7,15.9,22.9,75.9,57.9,0.06,999.9,1,0,0,0,0,0
"1721",1,2018,6,18,"2018-06-18",808,62.9,60.4,1017.2,9.1,9.6,15.9,19,82,57.9,0,999.9,1,0,0,0,0,0
"1722",1,2019,6,24,"2019-06-24",731,68.5,57.6,1010,10,9,15.9,26,79,57,0,999.9,0,0,0,0,0,0
"1723",5,2014,6,6,"2014-06-06",743,61.3,54.4,1007.8,9.8,10,15.9,21,69.1,55.4,2.21,999.9,0,0,0,0,0,0
"1724",5,2017,6,23,"2017-06-23",793,64.9,63.4,1010.9,6.3,9.7,15.9,22.9,75,55.9,0,999.9,1,0,0,0,0,0
"1725",1,2013,6,24,"2013-06-24",680,66.8,64.5,1016,2.8,12.1,15.9,22,73.9,64,0,999.9,1,0,0,0,0,0
"1727",5,2022,6,10,"2022-06-10",365,65.1,58.4,1007.8,9.6,9.2,15.9,20,73,55.9,0.08,999.9,0,0,0,0,0,0
"1729",7,2022,6,19,"2022-06-19",300,58.2,50.4,1009,9,11,17.1,22,75.9,55,0.5,999.9,1,0,0,0,0,10000
"1730",6,2016,6,11,"2016-06-11",584,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,1,0,0,0,0
"1731",1,2022,6,27,"2022-06-27",299,69.2,65.6,1016.7,9.6,11.1,17.1,21,75,63,0,999.9,0,0,0,0,0,0
"1732",3,2017,6,21,"2017-06-21",744,62.6,61.8,1013.6,5.4,11.4,17.1,21,66.9,60.1,0,999.9,1,0,0,0,0,0
"1734",2,2021,6,29,"2021-06-29",350,73.5,68.9,1021.7,8.1,12.9,17.1,22,80.1,70,0,999.9,0,0,0,0,0,0
"1735",5,2019,6,21,"2019-06-21",771,63.2,61.5,997.5,3.8,10,17.1,22,66.9,57,0.01,999.9,1,1,0,0,0,0
"1736",2,2013,6,11,"2013-06-11",635,60.8,59.5,1008.7,1.8,13.2,17.1,24.1,64.4,55.9,1.36,999.9,1,1,0,0,0,0
"1737",5,2017,6,30,"2017-06-30",747,66.9,63.7,1018,8.8,13.3,17.1,22.9,72,63,0,999.9,0,0,0,0,0,0
"1738",2,2021,6,22,"2021-06-22",290,70.6,67,1005.2,4.6,8.6,17.1,24.1,75.9,66,0,999.9,1,1,0,0,0,0
"1739",2,2015,6,9,"2015-06-09",652,64,59.9,1010.5,7.9,14.2,17.1,25.1,70,53.1,0,999.9,0,1,0,0,0,0
"1740",2,2016,6,21,"2016-06-21",681,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,1,0,0,0,0
"1741",5,2022,6,17,"2022-06-17",368,65.9,63.8,1010.6,5.3,12.9,17.1,22.9,69.1,52,0.03,999.9,1,1,0,0,0,0
"1742",7,2019,6,23,"2019-06-23",559,65.7,55.7,1011.3,10,11.4,17.1,27,77,57,0.29,999.9,0,1,0,0,1,0
"1743",3,2022,6,22,"2022-06-22",260,62.5,56.6,1019.3,10,11.8,17.1,22,70,55,0,999.9,0,0,0,0,0,0
"1744",2,2017,6,13,"2017-06-13",829,67.3,59.8,1011.4,7.6,10.6,17.1,24.1,80.1,59,0,999.9,0,0,0,0,0,0
"1745",2,2018,6,19,"2018-06-19",812,67.7,61.8,1007.3,6.3,11.6,17.1,22.9,78.1,60.1,0.03,999.9,1,1,0,0,0,0
"1746",1,2021,6,28,"2021-06-28",379,72.9,69,1022.8,7.3,12.5,17.1,22.9,78.1,66.9,0,999.9,0,0,0,0,0,0
"1747",5,2016,6,10,"2016-06-10",818,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,0,0,0,0,0
"1748",5,2014,6,13,"2014-06-13",708,61.7,58.6,1013.7,4,14.4,18.1,24.1,66,59,0.02,999.9,1,1,0,0,0,0
"1749",2,2019,6,11,"2019-06-11",682,63.7,61.5,1012.2,5.4,11.2,18.1,25.1,73.9,54,0.34,999.9,1,1,0,0,0,0
"1750",2,2020,6,16,"2020-06-16",259,59.9,51.5,1028,10,11.2,18.1,22,69.1,51.1,0,999.9,0,0,0,0,0,0
"1751",6,2018,6,2,"2018-06-02",622,63.1,60.8,1007,4.4,7.9,18.1,24.1,75.9,55.9,0,999.9,1,0,0,0,0,0
"1752",4,2015,6,11,"2015-06-11",666,64.6,59.7,1012.3,9.1,11.8,18.1,22,73,57.9,0,999.9,0,0,0,0,0,0
"1753",7,2020,6,7,"2020-06-07",206,62.2,56.2,1007.9,8.8,12.3,18.1,22.9,66,57.9,0.01,999.9,1,0,0,0,0,0
"1754",7,2013,6,2,"2013-06-02",487,61.8,58.6,1013.6,4.6,12.6,18.1,26,66,57.9,0,999.9,1,0,0,0,0,0
"1755",7,2015,6,21,"2015-06-21",620,64.9,61.5,1014.6,6.2,11.3,18.1,28,71.6,59,0,999.9,1,1,0,0,1,0
"1756",1,2019,6,3,"2019-06-03",659,60.4,51,1009.4,9.1,11,18.1,22.9,66,54,0,999.9,0,0,0,0,0,0
"1757",2,2016,6,14,"2016-06-14",717,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,999.9,0,0,0,0,0,0
"1758",4,2019,6,6,"2019-06-06",744,62,59.9,1007.5,5.2,12.5,18.1,24.1,68,59,0.61,999.9,1,1,0,0,0,0
"1759",2,2019,6,4,"2019-06-04",615,58.5,45.3,1016.7,10,12.6,18.1,24.1,66,51.1,0,999.9,0,0,0,0,0,0
"1760",2,2015,6,23,"2015-06-23",703,65.5,61.1,1013.9,7.8,10.2,18.1,26,77,59,0,999.9,1,1,0,0,0,0
"1761",3,2015,6,24,"2015-06-24",778,70.8,62.5,1011.9,8.2,9.4,18.1,28,79,59,0.21,999.9,1,1,0,0,1,0
"1762",6,2019,6,8,"2019-06-08",580,60.6,51.4,1019.3,9.8,9.1,18.1,22,72,51.1,0,999.9,0,0,0,0,0,0
"1764",7,2019,6,16,"2019-06-16",509,62.8,58.9,1014.2,9.3,13.2,18.1,24.1,70,57.9,0,999.9,0,1,0,0,0,0
"1765",4,2022,6,23,"2022-06-23",295,64.5,57.9,1017.2,10,10.3,18.1,19,73,57.9,0,999.9,0,0,0,0,0,0
"1766",3,2021,6,30,"2021-06-30",361,73.5,69.5,1016.2,7.3,12,18.1,22.9,78.1,69.8,0,999.9,0,0,0,0,0,0
"1767",5,2021,6,11,"2021-06-11",343,60.2,47.6,1017.6,10,10.7,18.1,24.1,73.9,52,0,999.9,0,0,0,0,0,0
"1768",5,2013,6,7,"2013-06-07",791,56.1,53.2,1016.3,7.7,11.8,18.1,26,59,54,0,999.9,0,1,0,0,0,0
"1769",7,2018,6,3,"2018-06-03",525,52.8,48.1,1016.4,10,11.8,18.1,25.1,57.9,46.9,0,999.9,0,0,0,0,0,0
"1771",4,2018,6,14,"2018-06-14",833,63.8,58.8,1005.8,5.3,13.6,19,29.9,70,59,0.18,999.9,1,0,0,0,0,0
"1772",5,2019,6,14,"2019-06-14",749,61.7,57.5,1011.3,8.2,13,19,24.1,64,57,0.87,999.9,1,0,0,0,0,0
"1773",3,2013,6,12,"2013-06-12",615,64,55.9,1003.4,8.1,14,19,27,71.1,59,0.03,999.9,0,1,0,0,0,0
"1774",6,2013,6,29,"2013-06-29",591,66.2,64.9,1004,1.4,13.7,19,24.1,69.1,64.4,0.26,999.9,1,1,0,0,0,0
"1775",2,2015,6,16,"2015-06-16",593,64.2,61.9,1012.8,3.6,7.1,19,25.1,73,55.9,0.47,999.9,1,1,0,0,0,0
"1776",6,2017,6,24,"2017-06-24",753,67.2,65.1,1004.8,4.6,15,19,26,75,61,0,999.9,1,0,0,0,0,0
"1777",2,2015,6,2,"2015-06-02",642,53.4,50.1,1019.5,6.6,13.7,19,22.9,61,51.1,0.08,999.9,0,1,0,0,0,0
"1778",3,2015,6,3,"2015-06-03",658,53,44.9,1022.7,10,13.9,19,25.1,57.9,50,0.07,999.9,0,1,0,0,0,0
"1779",7,2016,6,12,"2016-06-12",587,66,56,1001.7,7.3,12.5,19,31.1,81,55,0.06,999.9,0,0,0,0,0,0
"1780",1,2013,6,3,"2013-06-03",707,60.8,59.8,1012,2,12.7,19,27,63,59,0.21,999.9,1,1,0,0,0,0
"1781",2,2018,6,5,"2018-06-05",688,54.5,51.3,1004.6,9.4,11,19,27,61,48,1.29,999.9,0,0,0,0,0,0
"1782",1,2018,6,25,"2018-06-25",733,63.8,60.8,1014.2,6.1,10.4,19,24.1,70,57.9,0.25,999.9,1,1,0,0,1,0
"1783",1,2017,6,19,"2017-06-19",819,64.7,64.5,1014,0.9,15.2,19,25.1,68,62.6,0.11,999.9,1,0,0,0,0,0
"1784",7,2016,6,5,"2016-06-05",466,58.4,56.9,1012.4,3.4,10.3,19,26,73.9,54,0,999.9,1,1,0,0,0,0
"1785",6,2017,6,17,"2017-06-17",654,61.7,59.4,1014.9,4.3,11.8,19,26,68,57,0.02,999.9,1,1,0,0,0,0
"1786",4,2014,6,5,"2014-06-05",569,60,57.2,1006.3,5.8,7.1,19,35,64,55.4,0.01,999.9,1,1,0,0,0,0
"1787",3,2014,6,18,"2014-06-18",663,71.6,62.9,1010.8,6.4,10.1,20,26,82.9,59,0.01,999.9,1,0,0,0,0,0
"1788",5,2014,6,27,"2014-06-27",660,63.9,53.8,1018,9.8,13.6,20,34,75,59,0.13,999.9,0,1,0,0,0,0
"1789",4,2014,6,12,"2014-06-12",563,61,53,1019.7,10,13.4,20,26,66.9,55.9,0,999.9,0,0,0,0,0,0
"1790",1,2018,6,4,"2018-06-04",698,51,50.1,1011.1,6.2,13.5,20,27,57,46.9,0.15,999.9,0,1,0,0,0,0
"1791",1,2017,6,5,"2017-06-05",656,56.6,54.5,1011.5,7,8.4,20,25.1,66,50,0,999.9,0,1,0,0,0,0
"1792",3,2013,6,19,"2013-06-19",622,62.6,54.4,1014.3,8.4,12.2,21,28,69.1,57.9,0.06,999.9,0,1,0,0,0,0
"1793",2,2017,6,20,"2017-06-20",813,63.4,63.4,1013.3,1.1,15,21,27,66,60.8,0,999.9,1,0,0,0,0,0
"1794",6,2015,6,13,"2015-06-13",395,68,61,1012.6,6,10.9,21,25.1,79,61,0.02,999.9,1,1,0,0,0,0
"1795",3,2017,6,7,"2017-06-07",675,54.5,47.5,1012.9,8.4,12.8,21,25.1,61,50,0.01,999.9,0,1,0,0,0,0
"1796",6,2019,6,22,"2019-06-22",635,64.7,58.2,1006.7,9.7,8.4,21,28.9,75.9,57.9,0.68,999.9,0,1,0,0,1,0
"1797",4,2014,6,26,"2014-06-26",670,66.7,64.4,1011.7,3.5,10.2,21,25.1,75.2,62.1,0.01,999.9,1,1,0,0,0,0
"1798",4,2018,6,28,"2018-06-28",737,64.1,62.6,1015.3,6.3,14.6,21,27,69.1,59,0.13,999.9,0,1,0,0,0,0
"1799",1,2016,6,13,"2016-06-13",646,61.5,47.2,1004.4,10,13.3,22,28,81,54,0,999.9,0,0,0,0,0,0
"1800",5,2017,6,16,"2017-06-16",657,59.8,52.9,1018.9,9.9,15.5,22,32.1,66,46.9,0,999.9,0,1,0,0,0,0
"1801",3,2016,6,8,"2016-06-08",763,61.7,55.2,998.6,8.4,12.6,22,28,66.9,57.9,0,999.9,1,0,0,0,0,0
"1802",1,2016,6,6,"2016-06-06",758,62.9,61.1,1004.2,3.9,12.3,22,32.1,69.1,55,1.79,999.9,1,1,0,0,0,0
"1803",4,2016,6,9,"2016-06-09",686,59.9,46.7,1003.8,10,16.7,22,32.1,68,54,0.01,999.9,0,1,0,0,0,0
"1804",6,2015,6,6,"2015-06-06",598,58,52.5,1012.6,8.4,11.5,22,28.9,63,46.9,0.05,999.9,1,1,0,0,0,0
"1805",4,2019,6,13,"2019-06-13",634,56.7,53.8,1019.4,6.2,12.4,22,33,70,52,0.02,999.9,1,1,0,0,0,0
"1806",5,2017,6,9,"2017-06-09",770,57.6,52.7,1006,9.1,13.2,22.9,31.1,66,39.9,99.99,999.9,0,1,0,0,0,0
"1807",2,2017,6,6,"2017-06-06",660,52.4,50.5,1006.3,5.1,15.2,22.9,31.1,64.9,50,0,999.9,0,1,0,0,0,0
"1808",3,2015,6,17,"2015-06-17",706,64.8,53.9,1017.3,8.4,14.5,22.9,31.1,66.9,57,0,999.9,1,0,0,0,0,0
"1809",6,2013,6,8,"2013-06-08",571,62.3,59.6,1009.3,4.8,19.1,25.1,35,64.9,57,0.94,999.9,1,1,0,0,0,0
"1810",5,2013,6,28,"2013-06-28",608,66.1,64.8,1004.7,2.1,12.9,26,33,69.8,64,0.85,999.9,1,1,0,0,1,0
"1811",5,2013,6,14,"2013-06-14",693,55,50.7,1003,7,18.3,28,36.9,60.1,52,0.12,999.9,0,1,0,0,0,0
"1812",7,2015,6,28,"2015-06-28",535,64.4,61.6,1010.4,4.3,13,28.9,42.9,71.1,54,0.03,999.9,1,1,0,0,0,0
"1814",6,2021,7,24,"2021-07-24",337,70.8,61.3,1019.1,9.6,3.3,12,15,82,60.1,0,999.9,1,0,0,0,0,0
"1831",7,2021,7,4,"2021-07-04",289,62.9,57.6,1010.3,9,8.6,14,15.9,68,60.1,0.05,999.9,1,0,0,0,0,10000
"1837",4,2020,7,16,"2020-07-16",322,63.6,55.6,1026.1,10,8.1,14,22,70,57,0,999.9,0,0,0,0,0,0
"1840",4,2021,7,22,"2021-07-22",329,73.1,61.8,1014.6,9.8,10,15,22,82,68,0,999.9,0,0,0,0,0,0
"1843",5,2020,7,10,"2020-07-10",296,69.8,67.9,1016.5,3.8,8.2,15,22,78.1,66,0,999.9,1,1,0,0,0,0
"1845",7,2021,7,25,"2021-07-25",322,70.4,65.6,1016.1,9.9,9.9,15,21,82,60.1,0,999.9,1,0,0,0,0,10000
"1846",6,2021,7,3,"2021-07-03",291,62.3,59.1,1007.8,5.9,13.2,19,24.1,73.9,60.1,0.04,999.9,1,0,0,0,0,10000
"1847",1,2020,7,6,"2020-07-06",257,67.9,64.1,1016.9,6.4,9.1,19,22.9,75,60.1,0,999.9,1,1,0,0,0,0
"1848",5,2021,7,30,"2021-07-30",383,74,65.9,1006.3,8.8,11.8,19,25.1,81,57,99.99,999.9,1,0,0,0,0,10000
"1849",3,2020,7,15,"2020-07-15",268,66.5,60,1020.9,9.8,13.9,19,25.1,79,62.1,0,999.9,0,0,0,0,0,0
"1850",2,2022,7,19,"2022-07-19",225,76,70.7,1005.9,7.3,15.3,20,29.9,82.9,71.1,0,999.9,0,0,0,0,0,0
"1851",5,2021,7,9,"2021-07-09",346,72,68.9,1008,3.7,22.7,33,42.9,75,69.1,0.01,999.9,1,1,0,0,0,0
"1865",6,2012,7,28,"2012-07-28",513,75.5,69.6,1012.2,7,3.9,8,15.9,84,68,0,999.9,1,1,0,0,0,0
"1869",7,2012,7,8,"2012-07-08",464,80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,999.9,0,1,0,0,0,0
"1898",7,2012,7,1,"2012-07-01",538,83.6,63,1008.9,9.7,4.1,9.9,18.1,93,66,0,999.9,0,0,0,0,0,0
"1911",2,2012,7,17,"2012-07-17",648,84.6,63.3,1009.3,9.4,3.5,9.9,18.1,93.9,70,0,999.9,0,0,0,0,0,0
"1936",2,2020,7,21,"2020-07-21",332,77.6,66.1,1014.3,8.3,8.6,11.1,17.1,88,69.1,0,999.9,1,0,0,0,0,0
"1949",5,2020,7,24,"2020-07-24",312,73.7,69.7,1017.4,7.8,6.3,11.1,15.9,81,68,99.99,999.9,1,1,0,0,0,0
"1965",5,2015,7,31,"2015-07-31",753,76.7,68.5,1009.5,8.5,8.5,12,17.1,87.1,71.1,0,999.9,0,0,0,0,0,0
"1974",7,2013,7,28,"2013-07-28",485,69.8,68,1015.8,5.7,6.5,12,22.9,75.2,66.2,0.12,999.9,1,1,0,0,0,0
"1975",7,2012,7,29,"2012-07-29",376,71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,1,0,0,0,0
"1988",6,2012,7,14,"2012-07-14",536,78.5,62.7,1021.6,10,3.5,13,19,82,68,0,999.9,1,0,0,0,0,0
"1989",3,2013,7,24,"2013-07-24",571,74.9,71.6,1006.7,5.7,8.4,13,20,82,70,0.6,999.9,1,1,0,0,0,0
"1992",4,2013,7,11,"2013-07-11",550,71.8,69.7,1011.6,4.9,9.5,13,19,75.9,69.1,0.01,999.9,0,1,0,0,1,0
"1995",2,2013,7,2,"2013-07-02",601,67.7,65.5,1022.2,4,9.5,13,18.1,73,64.9,0.04,999.9,1,1,0,0,0,0
"1998",5,2017,7,14,"2017-07-14",707,63.7,61.5,1018.4,9,8.9,13,19,80.1,62.1,0,999.9,0,0,0,0,0,0
"2003",5,2012,7,20,"2012-07-20",604,67.2,62.8,1014.9,7.4,6.5,13,21,73.9,61,0.17,999.9,0,1,0,0,0,0
"2004",4,2012,7,26,"2012-07-26",604,78,62.4,1007,8.9,4.3,13,29.9,87.1,66.9,0,999.9,1,1,0,0,0,0
"2006",2,2014,7,1,"2014-07-01",616,68.6,65.1,1014.4,9.8,9.1,13,18.1,73.9,54,0.01,999.9,0,0,0,0,0,0
"2011",3,2012,7,18,"2012-07-18",559,85.3,69.1,1008.9,7.2,3.7,13,20,100,73,0,999.9,1,1,0,0,0,0
"2013",7,2014,7,20,"2014-07-20",451,65.2,57.9,1021.3,9.1,10,13,18.1,73.9,55.9,0,999.9,0,1,0,0,0,0
"2015",1,2012,7,16,"2012-07-16",528,79,67.9,1011.5,9.2,4,14,22,91,70,0.26,999.9,0,1,0,0,0,0
"2016",1,2013,7,1,"2013-07-01",633,66.7,65.3,1017,4.1,10.4,14,20,72,64,0.04,999.9,0,1,0,0,0,0
"2017",2,2013,7,23,"2013-07-23",571,72.1,70,1007.1,3.7,8.1,14,19,78.8,66.2,0,999.9,1,0,0,0,0,0
"2018",6,2012,7,7,"2012-07-07",490,84.9,65.9,1010.1,9.5,3.1,14,17.1,95,70,0,999.9,0,0,0,0,0,0
"2024",4,2014,7,24,"2014-07-24",539,69.6,66.7,1009.5,6.4,8.5,14,28,75.9,64.4,0.04,999.9,1,1,0,0,0,0
"2026",3,2014,7,23,"2014-07-23",591,69.2,65.9,1015,9.9,9.9,14,20,73.9,60.1,0.01,999.9,0,0,0,0,0,0
"2040",3,2014,7,2,"2014-07-02",658,69,66,1014.4,7.2,10.2,14,20,75,64.9,0,999.9,1,0,0,0,0,0
"2042",7,2013,7,7,"2013-07-07",475,74.4,69.8,1016.3,9,9.1,14,19,82,69.1,0.01,999.9,0,0,0,0,0,0
"2045",5,2016,7,15,"2016-07-15",798,70.7,67.9,1011.3,5.2,9.6,14,21,75,66,0,999.9,1,0,0,0,0,0
"2046",4,2013,7,4,"2013-07-04",438,69.8,68,1023.5,1.8,11.9,15,21,75,68,0.02,999.9,1,0,0,0,0,0
"2049",2,2014,7,8,"2014-07-08",594,69.5,66.2,1010.5,6.2,11.8,15,20,73.9,64.9,0.01,999.9,1,0,0,0,0,0
"2052",5,2013,7,12,"2013-07-12",599,69.4,67.8,1015.9,3.1,6.7,15,49.9,72,66,0.06,999.9,1,0,0,0,0,0
"2054",6,2013,7,27,"2013-07-27",516,69.1,66.1,1018,9.6,8.8,15,18.1,73.9,64.9,0.26,999.9,0,1,0,0,0,0
"2055",7,2017,7,2,"2017-07-02",537,68.7,67.4,1013.7,4.2,11.4,15,20,73.9,64.4,0.03,999.9,1,0,0,0,0,0
"2056",4,2012,7,19,"2012-07-19",522,73.3,67.2,1013.2,7.5,3.4,15,18.1,75.9,68,1.76,999.9,0,1,0,0,0,0
"2057",1,2014,7,14,"2014-07-14",567,69.7,67,1014.5,7.4,12,15,21,73.9,64,0,999.9,0,1,0,0,0,0
"2059",6,2018,7,21,"2018-07-21",622,59.8,9999.9,1021,6.8,6.7,15,17.1,73,52,0,999.9,1,0,0,0,0,0
"2060",3,2019,7,24,"2019-07-24",626,66.1,62,1012.9,9.9,9.1,15,22,71.6,62.6,0,999.9,0,1,0,0,0,0
"2061",2,2016,7,19,"2016-07-19",699,73.8,65.7,1015.8,8.3,10.1,15,25.1,81,66.9,0,999.9,0,0,0,0,0,0
"2062",3,2015,7,1,"2015-07-01",683,65.5,62.2,1011.8,6.5,10.4,15,28.9,72,61,0,999.9,1,1,0,0,1,0
"2068",2,2012,7,24,"2012-07-24",574,80.3,67.3,1005.4,8.1,6,15,18.1,90,70,0.15,999.9,0,1,0,0,0,0
"2069",1,2020,7,27,"2020-07-27",320,77,69.7,1009.2,7.6,12.3,15.9,20,84.9,71.1,0,999.9,1,0,0,0,0,0
"2070",3,2021,7,28,"2021-07-28",300,72.1,64.8,1014.3,9.8,7.9,15.9,21,88,66.9,99.99,999.9,1,0,0,0,0,10000
"2072",6,2013,7,20,"2013-07-20",551,74.5,71.7,1008.8,3.3,11.8,15.9,20,80.1,71.1,0,999.9,0,0,0,0,0,0
"2074",4,2021,7,29,"2021-07-29",319,67.2,58,1016.4,10,7.6,15.9,22,77,57,0,999.9,0,0,0,0,0,0
"2075",1,2019,7,1,"2019-07-01",693,66.9,59.9,1010,10,10.4,15.9,22,77,62.1,0.21,999.9,0,0,0,0,0,0
"2077",2,2014,7,15,"2014-07-15",587,71.4,69.1,1011.6,5.8,13.1,15.9,22,75.2,68,0,999.9,1,1,0,0,0,0
"2078",5,2015,7,10,"2015-07-10",709,65.2,60.1,1011.8,8.7,7.9,15.9,20,75,60.1,0,999.9,0,1,0,0,0,0
"2079",1,2014,7,7,"2014-07-07",614,68.6,62.8,1012.8,9.4,13.9,15.9,22,73.9,63,0.04,999.9,0,0,0,0,0,0
"2080",3,2014,7,16,"2014-07-16",551,70.4,68.5,1010.6,6,13.7,15.9,22.9,75,68,0,999.9,0,1,0,0,0,0
"2081",1,2014,7,21,"2014-07-21",557,65.9,63.3,1020.4,6,12.8,15.9,21,70,62.6,0.4,999.9,0,1,0,0,0,0
"2083",3,2015,7,22,"2015-07-22",618,73.7,65,1003.6,7.8,9.2,15.9,21,82,68,0,999.9,1,0,0,0,0,0
